State/territory,SA3 code,SA3 name,Year,Sex,Rate
SA,40303,Mitcham,2009–2011,Persons,71
SA,40303,Mitcham,2009–2011,Males,88
SA,40303,Mitcham,2009–2011,Females,54
SA,40304,Onkaparinga,2015–2017,Persons,102
SA,40304,Onkaparinga,2015–2017,Males,131
SA,40304,Onkaparinga,2015–2017,Females,73
SA,40304,Onkaparinga,2014–2016,Persons,103
SA,40304,Onkaparinga,2014–2016,Males,128
SA,40304,Onkaparinga,2014–2016,Females,78
SA,40304,Onkaparinga,2013–2015,Persons,101
SA,40304,Onkaparinga,2013–2015,Males,125
SA,40304,Onkaparinga,2013–2015,Females,78
SA,40304,Onkaparinga,2012–2014,Persons,104
SA,40304,Onkaparinga,2012–2014,Males,132
SA,40304,Onkaparinga,2012–2014,Females,77
SA,40304,Onkaparinga,2011–2013,Persons,102
SA,40304,Onkaparinga,2011–2013,Males,136
SA,40304,Onkaparinga,2011–2013,Females,69
SA,40304,Onkaparinga,2010–2012,Persons,104
SA,40304,Onkaparinga,2010–2012,Males,140
SA,40304,Onkaparinga,2010–2012,Females,70
SA,40304,Onkaparinga,2009–2011,Persons,110
SA,40304,Onkaparinga,2009–2011,Males,147
SA,40304,Onkaparinga,2009–2011,Females,73
SA,40401,Charles Sturt,2015–2017,Persons,103
SA,40401,Charles Sturt,2015–2017,Males,129
SA,40401,Charles Sturt,2015–2017,Females,79
SA,40401,Charles Sturt,2014–2016,Persons,108
SA,40401,Charles Sturt,2014–2016,Males,138
SA,40401,Charles Sturt,2014–2016,Females,79
SA,40401,Charles Sturt,2013–2015,Persons,105
SA,40401,Charles Sturt,2013–2015,Males,135
SA,40401,Charles Sturt,2013–2015,Females,77
SA,40401,Charles Sturt,2012–2014,Persons,106
SA,40401,Charles Sturt,2012–2014,Males,136
SA,40401,Charles Sturt,2012–2014,Females,77
SA,40401,Charles Sturt,2011–2013,Persons,111
SA,40401,Charles Sturt,2011–2013,Males,142
SA,40401,Charles Sturt,2011–2013,Females,82
SA,40401,Charles Sturt,2010–2012,Persons,116
SA,40401,Charles Sturt,2010–2012,Males,146
SA,40401,Charles Sturt,2010–2012,Females,87
SA,40401,Charles Sturt,2009–2011,Persons,122
SA,40401,Charles Sturt,2009–2011,Males,148
SA,40401,Charles Sturt,2009–2011,Females,97
SA,40402,Port Adelaide - West,2015–2017,Persons,140
SA,40402,Port Adelaide - West,2015–2017,Males,194
SA,40402,Port Adelaide - West,2015–2017,Females,87
SA,40402,Port Adelaide - West,2014–2016,Persons,143
SA,40402,Port Adelaide - West,2014–2016,Males,192
SA,40402,Port Adelaide - West,2014–2016,Females,96
SA,40402,Port Adelaide - West,2013–2015,Persons,146
SA,40402,Port Adelaide - West,2013–2015,Males,193
SA,40402,Port Adelaide - West,2013–2015,Females,102
SA,40402,Port Adelaide - West,2012–2014,Persons,155
SA,40402,Port Adelaide - West,2012–2014,Males,198
SA,40402,Port Adelaide - West,2012–2014,Females,115
SA,40402,Port Adelaide - West,2011–2013,Persons,160
SA,40402,Port Adelaide - West,2011–2013,Males,210
SA,40402,Port Adelaide - West,2011–2013,Females,113
SA,40402,Port Adelaide - West,2010–2012,Persons,157
SA,40402,Port Adelaide - West,2010–2012,Males,208
SA,40402,Port Adelaide - West,2010–2012,Females,109
SA,40402,Port Adelaide - West,2009–2011,Persons,172
SA,40402,Port Adelaide - West,2009–2011,Males,227
SA,40402,Port Adelaide - West,2009–2011,Females,119
SA,40403,West Torrens,2015–2017,Persons,90
SA,40403,West Torrens,2015–2017,Males,122
SA,40403,West Torrens,2015–2017,Females,61
SA,40403,West Torrens,2014–2016,Persons,82
SA,40403,West Torrens,2014–2016,Males,116
SA,40403,West Torrens,2014–2016,Females,51
SA,40403,West Torrens,2013–2015,Persons,90
SA,40403,West Torrens,2013–2015,Males,123
SA,40403,West Torrens,2013–2015,Females,58
SA,40403,West Torrens,2012–2014,Persons,101
SA,40403,West Torrens,2012–2014,Males,134
SA,40403,West Torrens,2012–2014,Females,69
SA,40403,West Torrens,2011–2013,Persons,112
SA,40403,West Torrens,2011–2013,Males,134
SA,40403,West Torrens,2011–2013,Females,91
SA,40403,West Torrens,2010–2012,Persons,122
SA,40403,West Torrens,2010–2012,Males,156
SA,40403,West Torrens,2010–2012,Females,90
SA,40403,West Torrens,2009–2011,Persons,123
SA,40403,West Torrens,2009–2011,Males,153
SA,40403,West Torrens,2009–2011,Females,96
SA,40501,Barossa,2015–2017,Persons,90
SA,40501,Barossa,2015–2017,Males,102
SA,40501,Barossa,2015–2017,Females,77
SA,40501,Barossa,2014–2016,Persons,95
SA,40501,Barossa,2014–2016,Males,116
SA,40501,Barossa,2014–2016,Females,73
SA,40501,Barossa,2013–2015,Persons,102
SA,40501,Barossa,2013–2015,Males,124
SA,40501,Barossa,2013–2015,Females,80
SA,40501,Barossa,2012–2014,Persons,109
SA,40501,Barossa,2012–2014,Males,143
SA,40501,Barossa,2012–2014,Females,76
SA,40501,Barossa,2011–2013,Persons,109
SA,40501,Barossa,2011–2013,Males,141
SA,40501,Barossa,2011–2013,Females,78
SA,40501,Barossa,2010–2012,Persons,116
SA,40501,Barossa,2010–2012,Males,150
SA,40501,Barossa,2010–2012,Females,81
SA,40501,Barossa,2009–2011,Persons,123
SA,40501,Barossa,2009–2011,Males,151
SA,40501,Barossa,2009–2011,Females,95
SA,40502,Lower North,2015–2017,Persons,120
SA,40502,Lower North,2015–2017,Males,158
SA,40502,Lower North,2015–2017,Females,80
SA,40502,Lower North,2014–2016,Persons,110
SA,40502,Lower North,2014–2016,Males,152
SA,40502,Lower North,2014–2016,Females,67
SA,40502,Lower North,2013–2015,Persons,120
SA,40502,Lower North,2013–2015,Males,161
SA,40502,Lower North,2013–2015,Females,76
SA,40502,Lower North,2012–2014,Persons,128
SA,40502,Lower North,2012–2014,Males,179
SA,40502,Lower North,2012–2014,Females,74
SA,40502,Lower North,2011–2013,Persons,144
SA,40502,Lower North,2011–2013,Males,196
SA,40502,Lower North,2011–2013,Females,89
SA,40502,Lower North,2010–2012,Persons,142
SA,40502,Lower North,2010–2012,Males,198
SA,40502,Lower North,2010–2012,Females,82
SA,40502,Lower North,2009–2011,Persons,144
SA,40502,Lower North,2009–2011,Males,192
SA,40502,Lower North,2009–2011,Females,93
SA,40503,Mid North,2015–2017,Persons,153
SA,40503,Mid North,2015–2017,Males,222
SA,40503,Mid North,2015–2017,Females,85
SA,40503,Mid North,2014–2016,Persons,155
SA,40503,Mid North,2014–2016,Males,212
SA,40503,Mid North,2014–2016,Females,97
SA,40503,Mid North,2013–2015,Persons,148
SA,40503,Mid North,2013–2015,Males,190
SA,40503,Mid North,2013–2015,Females,106
SA,40503,Mid North,2012–2014,Persons,130
SA,40503,Mid North,2012–2014,Males,172
SA,40503,Mid North,2012–2014,Females,87
SA,40503,Mid North,2011–2013,Persons,130
SA,40503,Mid North,2011–2013,Males,172
SA,40503,Mid North,2011–2013,Females,87
SA,40503,Mid North,2010–2012,Persons,134
SA,40503,Mid North,2010–2012,Males,183
SA,40503,Mid North,2010–2012,Females,85
SA,40503,Mid North,2009–2011,Persons,139
SA,40503,Mid North,2009–2011,Males,175
SA,40503,Mid North,2009–2011,Females,102
SA,40504,Yorke Peninsula,2015–2017,Persons,136
SA,40504,Yorke Peninsula,2015–2017,Males,176
SA,40504,Yorke Peninsula,2015–2017,Females,93
SA,40504,Yorke Peninsula,2014–2016,Persons,121
SA,40504,Yorke Peninsula,2014–2016,Males,159
SA,40504,Yorke Peninsula,2014–2016,Females,81
SA,40504,Yorke Peninsula,2013–2015,Persons,105
SA,40504,Yorke Peninsula,2013–2015,Males,134
SA,40504,Yorke Peninsula,2013–2015,Females,76
SA,40504,Yorke Peninsula,2012–2014,Persons,104
SA,40504,Yorke Peninsula,2012–2014,Males,146
SA,40504,Yorke Peninsula,2012–2014,Females,61
SA,40504,Yorke Peninsula,2011–2013,Persons,110
SA,40504,Yorke Peninsula,2011–2013,Males,142
SA,40504,Yorke Peninsula,2011–2013,Females,78
SA,40504,Yorke Peninsula,2010–2012,Persons,127
SA,40504,Yorke Peninsula,2010–2012,Males,161
SA,40504,Yorke Peninsula,2010–2012,Females,93
SA,40504,Yorke Peninsula,2009–2011,Persons,137
SA,40504,Yorke Peninsula,2009–2011,Males,180
SA,40504,Yorke Peninsula,2009–2011,Females,94
SA,40601,Eyre Peninsula and South West,2015–2017,Persons,129
SA,40601,Eyre Peninsula and South West,2015–2017,Males,169
SA,40601,Eyre Peninsula and South West,2015–2017,Females,89
SA,40601,Eyre Peninsula and South West,2014–2016,Persons,134
SA,40601,Eyre Peninsula and South West,2014–2016,Males,173
SA,40601,Eyre Peninsula and South West,2014–2016,Females,93
SA,40601,Eyre Peninsula and South West,2013–2015,Persons,137
SA,40601,Eyre Peninsula and South West,2013–2015,Males,175
SA,40601,Eyre Peninsula and South West,2013–2015,Females,97
SA,40601,Eyre Peninsula and South West,2012–2014,Persons,131
SA,40601,Eyre Peninsula and South West,2012–2014,Males,178
SA,40601,Eyre Peninsula and South West,2012–2014,Females,81
SA,40601,Eyre Peninsula and South West,2011–2013,Persons,129
SA,40601,Eyre Peninsula and South West,2011–2013,Males,172
SA,40601,Eyre Peninsula and South West,2011–2013,Females,84
SA,40601,Eyre Peninsula and South West,2010–2012,Persons,137
SA,40601,Eyre Peninsula and South West,2010–2012,Males,186
SA,40601,Eyre Peninsula and South West,2010–2012,Females,85
SA,40601,Eyre Peninsula and South West,2009–2011,Persons,146
SA,40601,Eyre Peninsula and South West,2009–2011,Males,196
SA,40601,Eyre Peninsula and South West,2009–2011,Females,94
SA,40602,Outback - North and East,2015–2017,Persons,166
SA,40602,Outback - North and East,2015–2017,Males,200
SA,40602,Outback - North and East,2015–2017,Females,127
SA,40602,Outback - North and East,2014–2016,Persons,169
SA,40602,Outback - North and East,2014–2016,Males,190
SA,40602,Outback - North and East,2014–2016,Females,145
SA,40602,Outback - North and East,2013–2015,Persons,190
SA,40602,Outback - North and East,2013–2015,Males,213
SA,40602,Outback - North and East,2013–2015,Females,163
SA,40602,Outback - North and East,2012–2014,Persons,218
SA,40602,Outback - North and East,2012–2014,Males,249
SA,40602,Outback - North and East,2012–2014,Females,179
SA,40602,Outback - North and East,2011–2013,Persons,223
SA,40602,Outback - North and East,2011–2013,Males,246
SA,40602,Outback - North and East,2011–2013,Females,193
SA,40602,Outback - North and East,2010–2012,Persons,210
SA,40602,Outback - North and East,2010–2012,Males,236
SA,40602,Outback - North and East,2010–2012,Females,176
SA,40602,Outback - North and East,2009–2011,Persons,208
SA,40602,Outback - North and East,2009–2011,Males,229
SA,40602,Outback - North and East,2009–2011,Females,180
SA,40701,Fleurieu - Kangaroo Island,2015–2017,Persons,104
SA,40701,Fleurieu - Kangaroo Island,2015–2017,Males,146
SA,40701,Fleurieu - Kangaroo Island,2015–2017,Females,66
SA,40701,Fleurieu - Kangaroo Island,2014–2016,Persons,106
SA,40701,Fleurieu - Kangaroo Island,2014–2016,Males,145
SA,40701,Fleurieu - Kangaroo Island,2014–2016,Females,70
SA,40701,Fleurieu - Kangaroo Island,2013–2015,Persons,109
SA,40701,Fleurieu - Kangaroo Island,2013–2015,Males,151
SA,40701,Fleurieu - Kangaroo Island,2013–2015,Females,68
SA,40701,Fleurieu - Kangaroo Island,2012–2014,Persons,108
SA,40701,Fleurieu - Kangaroo Island,2012–2014,Males,158
SA,40701,Fleurieu - Kangaroo Island,2012–2014,Females,59
SA,40701,Fleurieu - Kangaroo Island,2011–2013,Persons,112
SA,40701,Fleurieu - Kangaroo Island,2011–2013,Males,161
SA,40701,Fleurieu - Kangaroo Island,2011–2013,Females,63
SA,40701,Fleurieu - Kangaroo Island,2010–2012,Persons,118
SA,40701,Fleurieu - Kangaroo Island,2010–2012,Males,167
SA,40701,Fleurieu - Kangaroo Island,2010–2012,Females,68
SA,40701,Fleurieu - Kangaroo Island,2009–2011,Persons,118
SA,40701,Fleurieu - Kangaroo Island,2009–2011,Males,161
SA,40701,Fleurieu - Kangaroo Island,2009–2011,Females,76
SA,40702,Limestone Coast,2015–2017,Persons,136
SA,40702,Limestone Coast,2015–2017,Males,171
SA,40702,Limestone Coast,2015–2017,Females,100
SA,40702,Limestone Coast,2014–2016,Persons,140
SA,40702,Limestone Coast,2014–2016,Males,189
SA,40702,Limestone Coast,2014–2016,Females,89
SA,40702,Limestone Coast,2013–2015,Persons,131
SA,40702,Limestone Coast,2013–2015,Males,171
SA,40702,Limestone Coast,2013–2015,Females,90
SA,40702,Limestone Coast,2012–2014,Persons,118
SA,40702,Limestone Coast,2012–2014,Males,155
SA,40702,Limestone Coast,2012–2014,Females,82
SA,40702,Limestone Coast,2011–2013,Persons,112
SA,40702,Limestone Coast,2011–2013,Males,144
SA,40702,Limestone Coast,2011–2013,Females,80
SA,40702,Limestone Coast,2010–2012,Persons,115
SA,40702,Limestone Coast,2010–2012,Males,151
SA,40702,Limestone Coast,2010–2012,Females,79
SA,40702,Limestone Coast,2009–2011,Persons,121
SA,40702,Limestone Coast,2009–2011,Males,160
SA,40702,Limestone Coast,2009–2011,Females,82
SA,40703,Murray and Mallee,2015–2017,Persons,136
SA,40703,Murray and Mallee,2015–2017,Males,186
SA,40703,Murray and Mallee,2015–2017,Females,84
SA,40703,Murray and Mallee,2014–2016,Persons,133
SA,40703,Murray and Mallee,2014–2016,Males,179
SA,40703,Murray and Mallee,2014–2016,Females,84
SA,40703,Murray and Mallee,2013–2015,Persons,133
SA,40703,Murray and Mallee,2013–2015,Males,182
SA,40703,Murray and Mallee,2013–2015,Females,81
SA,40703,Murray and Mallee,2012–2014,Persons,131
SA,40703,Murray and Mallee,2012–2014,Males,187
SA,40703,Murray and Mallee,2012–2014,Females,72
SA,40703,Murray and Mallee,2011–2013,Persons,130
SA,40703,Murray and Mallee,2011–2013,Males,180
SA,40703,Murray and Mallee,2011–2013,Females,76
SA,40703,Murray and Mallee,2010–2012,Persons,130
SA,40703,Murray and Mallee,2010–2012,Males,169
SA,40703,Murray and Mallee,2010–2012,Females,89
SA,40703,Murray and Mallee,2009–2011,Persons,133
SA,40703,Murray and Mallee,2009–2011,Males,162
SA,40703,Murray and Mallee,2009–2011,Females,101
WA,50101,Augusta - Margaret River - Busselton,2015–2017,Persons,100
WA,50101,Augusta - Margaret River - Busselton,2015–2017,Males,124
WA,50101,Augusta - Margaret River - Busselton,2015–2017,Females,78
WA,50101,Augusta - Margaret River - Busselton,2014–2016,Persons,96
WA,50101,Augusta - Margaret River - Busselton,2014–2016,Males,111
WA,50101,Augusta - Margaret River - Busselton,2014–2016,Females,82
WA,50101,Augusta - Margaret River - Busselton,2013–2015,Persons,88
WA,50101,Augusta - Margaret River - Busselton,2013–2015,Males,108
WA,50101,Augusta - Margaret River - Busselton,2013–2015,Females,68
WA,50101,Augusta - Margaret River - Busselton,2012–2014,Persons,86
WA,50101,Augusta - Margaret River - Busselton,2012–2014,Males,111
WA,50101,Augusta - Margaret River - Busselton,2012–2014,Females,61
WA,50101,Augusta - Margaret River - Busselton,2011–2013,Persons,91
WA,50101,Augusta - Margaret River - Busselton,2011–2013,Males,131
WA,50101,Augusta - Margaret River - Busselton,2011–2013,Females,53
WA,50101,Augusta - Margaret River - Busselton,2010–2012,Persons,101
WA,50101,Augusta - Margaret River - Busselton,2010–2012,Males,143
WA,50101,Augusta - Margaret River - Busselton,2010–2012,Females,61
WA,50101,Augusta - Margaret River - Busselton,2009–2011,Persons,93
WA,50101,Augusta - Margaret River - Busselton,2009–2011,Males,139
WA,50101,Augusta - Margaret River - Busselton,2009–2011,Females,49
WA,50102,Bunbury,2015–2017,Persons,126
WA,50102,Bunbury,2015–2017,Males,161
WA,50102,Bunbury,2015–2017,Females,92
WA,50102,Bunbury,2014–2016,Persons,132
WA,50102,Bunbury,2014–2016,Males,161
WA,50102,Bunbury,2014–2016,Females,103
WA,50102,Bunbury,2013–2015,Persons,124
WA,50102,Bunbury,2013–2015,Males,150
WA,50102,Bunbury,2013–2015,Females,98
WA,50102,Bunbury,2012–2014,Persons,118
WA,50102,Bunbury,2012–2014,Males,150
WA,50102,Bunbury,2012–2014,Females,88
WA,50102,Bunbury,2011–2013,Persons,120
WA,50102,Bunbury,2011–2013,Males,163
WA,50102,Bunbury,2011–2013,Females,78
WA,50102,Bunbury,2010–2012,Persons,122
WA,50102,Bunbury,2010–2012,Males,169
WA,50102,Bunbury,2010–2012,Females,76
WA,50102,Bunbury,2009–2011,Persons,128
WA,50102,Bunbury,2009–2011,Males,176
WA,50102,Bunbury,2009–2011,Females,80
WA,50103,Manjimup,2015–2017,Persons,108
WA,50103,Manjimup,2015–2017,Males,150
WA,50103,Manjimup,2015–2017,Females,68
WA,50103,Manjimup,2014–2016,Persons,100
WA,50103,Manjimup,2014–2016,Males,145
WA,50103,Manjimup,2014–2016,Females,55
WA,50103,Manjimup,2013–2015,Persons,112
WA,50103,Manjimup,2013–2015,Males,175
WA,50103,Manjimup,2013–2015,Females,49
WA,50103,Manjimup,2012–2014,Persons,106
WA,50103,Manjimup,2012–2014,Males,156
WA,50103,Manjimup,2012–2014,Females,55
WA,50103,Manjimup,2011–2013,Persons,124
WA,50103,Manjimup,2011–2013,Males,173
WA,50103,Manjimup,2011–2013,Females,78
WA,50103,Manjimup,2010–2012,Persons,138
WA,50103,Manjimup,2010–2012,Males,177
WA,50103,Manjimup,2010–2012,Females,100
WA,50103,Manjimup,2009–2011,Persons,150
WA,50103,Manjimup,2009–2011,Males,203
WA,50103,Manjimup,2009–2011,Females,96
WA,50201,Mandurah,2015–2017,Persons,128
WA,50201,Mandurah,2015–2017,Males,175
WA,50201,Mandurah,2015–2017,Females,83
WA,50201,Mandurah,2014–2016,Persons,122
WA,50201,Mandurah,2014–2016,Males,167
WA,50201,Mandurah,2014–2016,Females,79
WA,50201,Mandurah,2013–2015,Persons,120
WA,50201,Mandurah,2013–2015,Males,165
WA,50201,Mandurah,2013–2015,Females,77
WA,50201,Mandurah,2012–2014,Persons,113
WA,50201,Mandurah,2012–2014,Males,156
WA,50201,Mandurah,2012–2014,Females,72
WA,50201,Mandurah,2011–2013,Persons,111
WA,50201,Mandurah,2011–2013,Males,149
WA,50201,Mandurah,2011–2013,Females,74
WA,50201,Mandurah,2010–2012,Persons,112
WA,50201,Mandurah,2010–2012,Males,147
WA,50201,Mandurah,2010–2012,Females,77
WA,50201,Mandurah,2009–2011,Persons,111
WA,50201,Mandurah,2009–2011,Males,148
WA,50201,Mandurah,2009–2011,Females,76
WA,50301,Cottesloe - Claremont,2015–2017,Persons,75
WA,50301,Cottesloe - Claremont,2015–2017,Males,100
WA,50301,Cottesloe - Claremont,2015–2017,Females,51
WA,50301,Cottesloe - Claremont,2014–2016,Persons,75
WA,50301,Cottesloe - Claremont,2014–2016,Males,104
WA,50301,Cottesloe - Claremont,2014–2016,Females,48
WA,50301,Cottesloe - Claremont,2013–2015,Persons,76
WA,50301,Cottesloe - Claremont,2013–2015,Males,102
WA,50301,Cottesloe - Claremont,2013–2015,Females,50
WA,50301,Cottesloe - Claremont,2012–2014,Persons,77
WA,50301,Cottesloe - Claremont,2012–2014,Males,110
WA,50301,Cottesloe - Claremont,2012–2014,Females,45
WA,50301,Cottesloe - Claremont,2011–2013,Persons,68
WA,50301,Cottesloe - Claremont,2011–2013,Males,98
WA,50301,Cottesloe - Claremont,2011–2013,Females,39
WA,50301,Cottesloe - Claremont,2010–2012,Persons,72
WA,50301,Cottesloe - Claremont,2010–2012,Males,104
WA,50301,Cottesloe - Claremont,2010–2012,Females,41
WA,50301,Cottesloe - Claremont,2009–2011,Persons,78
WA,50301,Cottesloe - Claremont,2009–2011,Males,109
WA,50301,Cottesloe - Claremont,2009–2011,Females,49
WA,50302,Perth City,2015–2017,Persons,97
WA,50302,Perth City,2015–2017,Males,130
WA,50302,Perth City,2015–2017,Females,62
WA,50302,Perth City,2014–2016,Persons,98
WA,50302,Perth City,2014–2016,Males,120
WA,50302,Perth City,2014–2016,Females,74
WA,50302,Perth City,2013–2015,Persons,105
WA,50302,Perth City,2013–2015,Males,128
WA,50302,Perth City,2013–2015,Females,81
WA,50302,Perth City,2012–2014,Persons,106
WA,50302,Perth City,2012–2014,Males,136
WA,50302,Perth City,2012–2014,Females,75
WA,50302,Perth City,2011–2013,Persons,104
WA,50302,Perth City,2011–2013,Males,144
WA,50302,Perth City,2011–2013,Females,62
WA,50302,Perth City,2010–2012,Persons,103
WA,50302,Perth City,2010–2012,Males,142
WA,50302,Perth City,2010–2012,Females,61
WA,50302,Perth City,2009–2011,Persons,105
WA,50302,Perth City,2009–2011,Males,144
WA,50302,Perth City,2009–2011,Females,63
WA,50401,Bayswater - Bassendean,2015–2017,Persons,111
WA,50401,Bayswater - Bassendean,2015–2017,Males,152
WA,50401,Bayswater - Bassendean,2015–2017,Females,71
WA,50401,Bayswater - Bassendean,2014–2016,Persons,114
WA,50401,Bayswater - Bassendean,2014–2016,Males,159
WA,50401,Bayswater - Bassendean,2014–2016,Females,69
WA,50401,Bayswater - Bassendean,2013–2015,Persons,121
WA,50401,Bayswater - Bassendean,2013–2015,Males,166
WA,50401,Bayswater - Bassendean,2013–2015,Females,77
WA,50401,Bayswater - Bassendean,2012–2014,Persons,116
WA,50401,Bayswater - Bassendean,2012–2014,Males,155
WA,50401,Bayswater - Bassendean,2012–2014,Females,78
WA,50401,Bayswater - Bassendean,2011–2013,Persons,117
WA,50401,Bayswater - Bassendean,2011–2013,Males,147
WA,50401,Bayswater - Bassendean,2011–2013,Females,85
WA,50401,Bayswater - Bassendean,2010–2012,Persons,114
WA,50401,Bayswater - Bassendean,2010–2012,Males,135
WA,50401,Bayswater - Bassendean,2010–2012,Females,93
WA,50401,Bayswater - Bassendean,2009–2011,Persons,117
WA,50401,Bayswater - Bassendean,2009–2011,Males,139
WA,50401,Bayswater - Bassendean,2009–2011,Females,95
WA,50402,Mundaring,2015–2017,Persons,99
WA,50402,Mundaring,2015–2017,Males,140
WA,50402,Mundaring,2015–2017,Females,55
WA,50402,Mundaring,2014–2016,Persons,96
WA,50402,Mundaring,2014–2016,Males,133
WA,50402,Mundaring,2014–2016,Females,56
WA,50402,Mundaring,2013–2015,Persons,92
WA,50402,Mundaring,2013–2015,Males,117
WA,50402,Mundaring,2013–2015,Females,65
WA,50402,Mundaring,2012–2014,Persons,100
WA,50402,Mundaring,2012–2014,Males,129
WA,50402,Mundaring,2012–2014,Females,69
WA,50402,Mundaring,2011–2013,Persons,98
WA,50402,Mundaring,2011–2013,Males,129
WA,50402,Mundaring,2011–2013,Females,65
WA,50402,Mundaring,2010–2012,Persons,97
WA,50402,Mundaring,2010–2012,Males,133
WA,50402,Mundaring,2010–2012,Females,59
WA,50402,Mundaring,2009–2011,Persons,95
WA,50402,Mundaring,2009–2011,Males,119
WA,50402,Mundaring,2009–2011,Females,69
WA,50403,Swan,2015–2017,Persons,104
WA,50403,Swan,2015–2017,Males,131
WA,50403,Swan,2015–2017,Females,77
WA,50403,Swan,2014–2016,Persons,106
WA,50403,Swan,2014–2016,Males,136
WA,50403,Swan,2014–2016,Females,77
WA,50403,Swan,2013–2015,Persons,109
WA,50403,Swan,2013–2015,Males,136
WA,50403,Swan,2013–2015,Females,82
WA,50403,Swan,2012–2014,Persons,112
WA,50403,Swan,2012–2014,Males,138
WA,50403,Swan,2012–2014,Females,87
WA,50403,Swan,2011–2013,Persons,116
WA,50403,Swan,2011–2013,Males,143
WA,50403,Swan,2011–2013,Females,89
WA,50403,Swan,2010–2012,Persons,119
WA,50403,Swan,2010–2012,Males,150
WA,50403,Swan,2010–2012,Females,90
WA,50403,Swan,2009–2011,Persons,118
WA,50403,Swan,2009–2011,Males,148
WA,50403,Swan,2009–2011,Females,87
WA,50501,Joondalup,2015–2017,Persons,78
WA,50501,Joondalup,2015–2017,Males,110
WA,50501,Joondalup,2015–2017,Females,46
WA,50501,Joondalup,2014–2016,Persons,77
WA,50501,Joondalup,2014–2016,Males,108
WA,50501,Joondalup,2014–2016,Females,46
WA,50501,Joondalup,2013–2015,Persons,71
WA,50501,Joondalup,2013–2015,Males,94
WA,50501,Joondalup,2013–2015,Females,48
WA,50501,Joondalup,2012–2014,Persons,70
WA,50501,Joondalup,2012–2014,Males,89
WA,50501,Joondalup,2012–2014,Females,52
WA,50501,Joondalup,2011–2013,Persons,73
WA,50501,Joondalup,2011–2013,Males,87
WA,50501,Joondalup,2011–2013,Females,58
WA,50501,Joondalup,2010–2012,Persons,77
WA,50501,Joondalup,2010–2012,Males,93
WA,50501,Joondalup,2010–2012,Females,60
WA,50501,Joondalup,2009–2011,Persons,78
WA,50501,Joondalup,2009–2011,Males,96
WA,50501,Joondalup,2009–2011,Females,61
WA,50502,Stirling,2015–2017,Persons,94
WA,50502,Stirling,2015–2017,Males,121
WA,50502,Stirling,2015–2017,Females,70
WA,50502,Stirling,2014–2016,Persons,91
WA,50502,Stirling,2014–2016,Males,120
WA,50502,Stirling,2014–2016,Females,66
WA,50502,Stirling,2013–2015,Persons,97
WA,50502,Stirling,2013–2015,Males,127
WA,50502,Stirling,2013–2015,Females,68
WA,50502,Stirling,2012–2014,Persons,91
WA,50502,Stirling,2012–2014,Males,120
WA,50502,Stirling,2012–2014,Females,63
WA,50502,Stirling,2011–2013,Persons,94
WA,50502,Stirling,2011–2013,Males,123
WA,50502,Stirling,2011–2013,Females,67
WA,50502,Stirling,2010–2012,Persons,98
WA,50502,Stirling,2010–2012,Males,129
WA,50502,Stirling,2010–2012,Females,69
WA,50502,Stirling,2009–2011,Persons,107
WA,50502,Stirling,2009–2011,Males,139
WA,50502,Stirling,2009–2011,Females,77
WA,50503,Wanneroo,2015–2017,Persons,89
WA,50503,Wanneroo,2015–2017,Males,113
WA,50503,Wanneroo,2015–2017,Females,67
WA,50503,Wanneroo,2014–2016,Persons,90
WA,50503,Wanneroo,2014–2016,Males,118
WA,50503,Wanneroo,2014–2016,Females,64
WA,50503,Wanneroo,2013–2015,Persons,98
WA,50503,Wanneroo,2013–2015,Males,129
WA,50503,Wanneroo,2013–2015,Females,68
WA,50503,Wanneroo,2012–2014,Persons,101
WA,50503,Wanneroo,2012–2014,Males,135
WA,50503,Wanneroo,2012–2014,Females,70
WA,50503,Wanneroo,2011–2013,Persons,97
WA,50503,Wanneroo,2011–2013,Males,124
WA,50503,Wanneroo,2011–2013,Females,71
WA,50503,Wanneroo,2010–2012,Persons,94
WA,50503,Wanneroo,2010–2012,Males,123
WA,50503,Wanneroo,2010–2012,Females,66
WA,50503,Wanneroo,2009–2011,Persons,90
WA,50503,Wanneroo,2009–2011,Males,117
WA,50503,Wanneroo,2009–2011,Females,63
WA,50601,Armadale,2015–2017,Persons,119
WA,50601,Armadale,2015–2017,Males,167
WA,50601,Armadale,2015–2017,Females,71
WA,50601,Armadale,2014–2016,Persons,125
WA,50601,Armadale,2014–2016,Males,175
WA,50601,Armadale,2014–2016,Females,75
WA,50601,Armadale,2013–2015,Persons,125
WA,50601,Armadale,2013–2015,Males,166
WA,50601,Armadale,2013–2015,Females,84
WA,50601,Armadale,2012–2014,Persons,133
WA,50601,Armadale,2012–2014,Males,167
WA,50601,Armadale,2012–2014,Females,99
WA,50601,Armadale,2011–2013,Persons,131
WA,50601,Armadale,2011–2013,Males,161
WA,50601,Armadale,2011–2013,Females,101
WA,50601,Armadale,2010–2012,Persons,129
WA,50601,Armadale,2010–2012,Males,168
WA,50601,Armadale,2010–2012,Females,90
WA,50601,Armadale,2009–2011,Persons,129
WA,50601,Armadale,2009–2011,Males,166
WA,50601,Armadale,2009–2011,Females,91
WA,50602,Belmont - Victoria Park,2015–2017,Persons,128
WA,50602,Belmont - Victoria Park,2015–2017,Males,153
WA,50602,Belmont - Victoria Park,2015–2017,Females,101
