State/territory,SA3 code,SA3 name,Year,Sex,Rate
NSW,12003,Strathfield - Burwood - Ashfield,2009–2011,Persons,95
NSW,12003,Strathfield - Burwood - Ashfield,2009–2011,Males,126
NSW,12003,Strathfield - Burwood - Ashfield,2009–2011,Females,65
NSW,12101,Chatswood - Lane Cove,2015–2017,Persons,53
NSW,12101,Chatswood - Lane Cove,2015–2017,Males,66
NSW,12101,Chatswood - Lane Cove,2015–2017,Females,41
NSW,12101,Chatswood - Lane Cove,2014–2016,Persons,63
NSW,12101,Chatswood - Lane Cove,2014–2016,Males,86
NSW,12101,Chatswood - Lane Cove,2014–2016,Females,41
NSW,12101,Chatswood - Lane Cove,2013–2015,Persons,67
NSW,12101,Chatswood - Lane Cove,2013–2015,Males,88
NSW,12101,Chatswood - Lane Cove,2013–2015,Females,47
NSW,12101,Chatswood - Lane Cove,2012–2014,Persons,65
NSW,12101,Chatswood - Lane Cove,2012–2014,Males,80
NSW,12101,Chatswood - Lane Cove,2012–2014,Females,50
NSW,12101,Chatswood - Lane Cove,2011–2013,Persons,66
NSW,12101,Chatswood - Lane Cove,2011–2013,Males,78
NSW,12101,Chatswood - Lane Cove,2011–2013,Females,56
NSW,12101,Chatswood - Lane Cove,2010–2012,Persons,69
NSW,12101,Chatswood - Lane Cove,2010–2012,Males,79
NSW,12101,Chatswood - Lane Cove,2010–2012,Females,60
NSW,12101,Chatswood - Lane Cove,2009–2011,Persons,74
NSW,12101,Chatswood - Lane Cove,2009–2011,Males,86
NSW,12101,Chatswood - Lane Cove,2009–2011,Females,63
NSW,12102,Hornsby,2015–2017,Persons,62
NSW,12102,Hornsby,2015–2017,Males,75
NSW,12102,Hornsby,2015–2017,Females,51
NSW,12102,Hornsby,2014–2016,Persons,65
NSW,12102,Hornsby,2014–2016,Males,80
NSW,12102,Hornsby,2014–2016,Females,50
NSW,12102,Hornsby,2013–2015,Persons,66
NSW,12102,Hornsby,2013–2015,Males,88
NSW,12102,Hornsby,2013–2015,Females,45
NSW,12102,Hornsby,2012–2014,Persons,71
NSW,12102,Hornsby,2012–2014,Males,100
NSW,12102,Hornsby,2012–2014,Females,42
NSW,12102,Hornsby,2011–2013,Persons,80
NSW,12102,Hornsby,2011–2013,Males,110
NSW,12102,Hornsby,2011–2013,Females,51
NSW,12102,Hornsby,2010–2012,Persons,80
NSW,12102,Hornsby,2010–2012,Males,110
NSW,12102,Hornsby,2010–2012,Females,50
NSW,12102,Hornsby,2009–2011,Persons,87
NSW,12102,Hornsby,2009–2011,Males,114
NSW,12102,Hornsby,2009–2011,Females,61
NSW,12103,Ku-ring-gai,2015–2017,Persons,52
NSW,12103,Ku-ring-gai,2015–2017,Males,58
NSW,12103,Ku-ring-gai,2015–2017,Females,47
NSW,12103,Ku-ring-gai,2014–2016,Persons,49
NSW,12103,Ku-ring-gai,2014–2016,Males,59
NSW,12103,Ku-ring-gai,2014–2016,Females,39
NSW,12103,Ku-ring-gai,2013–2015,Persons,49
NSW,12103,Ku-ring-gai,2013–2015,Males,53
NSW,12103,Ku-ring-gai,2013–2015,Females,44
NSW,12103,Ku-ring-gai,2012–2014,Persons,51
NSW,12103,Ku-ring-gai,2012–2014,Males,62
NSW,12103,Ku-ring-gai,2012–2014,Females,40
NSW,12103,Ku-ring-gai,2011–2013,Persons,57
NSW,12103,Ku-ring-gai,2011–2013,Males,74
NSW,12103,Ku-ring-gai,2011–2013,Females,42
NSW,12103,Ku-ring-gai,2010–2012,Persons,58
NSW,12103,Ku-ring-gai,2010–2012,Males,75
NSW,12103,Ku-ring-gai,2010–2012,Females,43
NSW,12103,Ku-ring-gai,2009–2011,Persons,61
NSW,12103,Ku-ring-gai,2009–2011,Males,76
NSW,12103,Ku-ring-gai,2009–2011,Females,48
NSW,12104,North Sydney - Mosman,2015–2017,Persons,53
NSW,12104,North Sydney - Mosman,2015–2017,Males,77
NSW,12104,North Sydney - Mosman,2015–2017,Females,32
NSW,12104,North Sydney - Mosman,2014–2016,Persons,55
NSW,12104,North Sydney - Mosman,2014–2016,Males,77
NSW,12104,North Sydney - Mosman,2014–2016,Females,37
NSW,12104,North Sydney - Mosman,2013–2015,Persons,59
NSW,12104,North Sydney - Mosman,2013–2015,Males,79
NSW,12104,North Sydney - Mosman,2013–2015,Females,42
NSW,12104,North Sydney - Mosman,2012–2014,Persons,62
NSW,12104,North Sydney - Mosman,2012–2014,Males,82
NSW,12104,North Sydney - Mosman,2012–2014,Females,45
NSW,12104,North Sydney - Mosman,2011–2013,Persons,61
NSW,12104,North Sydney - Mosman,2011–2013,Males,77
NSW,12104,North Sydney - Mosman,2011–2013,Females,47
NSW,12104,North Sydney - Mosman,2010–2012,Persons,65
NSW,12104,North Sydney - Mosman,2010–2012,Males,76
NSW,12104,North Sydney - Mosman,2010–2012,Females,54
NSW,12104,North Sydney - Mosman,2009–2011,Persons,67
NSW,12104,North Sydney - Mosman,2009–2011,Males,80
NSW,12104,North Sydney - Mosman,2009–2011,Females,55
NSW,12201,Manly,2015–2017,Persons,48
NSW,12201,Manly,2015–2017,Males,62
NSW,12201,Manly,2015–2017,Females,34
NSW,12201,Manly,2014–2016,Persons,46
NSW,12201,Manly,2014–2016,Males,54
NSW,12201,Manly,2014–2016,Females,38
NSW,12201,Manly,2013–2015,Persons,53
NSW,12201,Manly,2013–2015,Males,66
NSW,12201,Manly,2013–2015,Females,41
NSW,12201,Manly,2012–2014,Persons,60
NSW,12201,Manly,2012–2014,Males,77
NSW,12201,Manly,2012–2014,Females,44
NSW,12201,Manly,2011–2013,Persons,64
NSW,12201,Manly,2011–2013,Males,89
NSW,12201,Manly,2011–2013,Females,39
NSW,12201,Manly,2010–2012,Persons,71
NSW,12201,Manly,2010–2012,Males,92
NSW,12201,Manly,2010–2012,Females,51
NSW,12201,Manly,2009–2011,Persons,76
NSW,12201,Manly,2009–2011,Males,92
NSW,12201,Manly,2009–2011,Females,60
NSW,12202,Pittwater,2015–2017,Persons,65
NSW,12202,Pittwater,2015–2017,Males,76
NSW,12202,Pittwater,2015–2017,Females,53
NSW,12202,Pittwater,2014–2016,Persons,70
NSW,12202,Pittwater,2014–2016,Males,87
NSW,12202,Pittwater,2014–2016,Females,52
NSW,12202,Pittwater,2013–2015,Persons,65
NSW,12202,Pittwater,2013–2015,Males,88
NSW,12202,Pittwater,2013–2015,Females,43
NSW,12202,Pittwater,2012–2014,Persons,67
NSW,12202,Pittwater,2012–2014,Males,87
NSW,12202,Pittwater,2012–2014,Females,47
NSW,12202,Pittwater,2011–2013,Persons,71
NSW,12202,Pittwater,2011–2013,Males,89
NSW,12202,Pittwater,2011–2013,Females,54
NSW,12202,Pittwater,2010–2012,Persons,79
NSW,12202,Pittwater,2010–2012,Males,95
NSW,12202,Pittwater,2010–2012,Females,63
NSW,12202,Pittwater,2009–2011,Persons,79
NSW,12202,Pittwater,2009–2011,Males,98
NSW,12202,Pittwater,2009–2011,Females,60
NSW,12203,Warringah,2015–2017,Persons,68
NSW,12203,Warringah,2015–2017,Males,90
NSW,12203,Warringah,2015–2017,Females,47
NSW,12203,Warringah,2014–2016,Persons,67
NSW,12203,Warringah,2014–2016,Males,87
NSW,12203,Warringah,2014–2016,Females,49
NSW,12203,Warringah,2013–2015,Persons,66
NSW,12203,Warringah,2013–2015,Males,86
NSW,12203,Warringah,2013–2015,Females,46
NSW,12203,Warringah,2012–2014,Persons,69
NSW,12203,Warringah,2012–2014,Males,89
NSW,12203,Warringah,2012–2014,Females,50
NSW,12203,Warringah,2011–2013,Persons,77
NSW,12203,Warringah,2011–2013,Males,95
NSW,12203,Warringah,2011–2013,Females,59
NSW,12203,Warringah,2010–2012,Persons,87
NSW,12203,Warringah,2010–2012,Males,103
NSW,12203,Warringah,2010–2012,Females,72
NSW,12203,Warringah,2009–2011,Persons,88
NSW,12203,Warringah,2009–2011,Males,103
NSW,12203,Warringah,2009–2011,Females,74
NSW,12301,Camden,2015–2017,Persons,84
NSW,12301,Camden,2015–2017,Males,113
NSW,12301,Camden,2015–2017,Females,56
NSW,12301,Camden,2014–2016,Persons,92
NSW,12301,Camden,2014–2016,Males,116
NSW,12301,Camden,2014–2016,Females,68
NSW,12301,Camden,2013–2015,Persons,90
NSW,12301,Camden,2013–2015,Males,116
NSW,12301,Camden,2013–2015,Females,66
NSW,12301,Camden,2012–2014,Persons,89
NSW,12301,Camden,2012–2014,Males,113
NSW,12301,Camden,2012–2014,Females,66
NSW,12301,Camden,2011–2013,Persons,88
NSW,12301,Camden,2011–2013,Males,109
NSW,12301,Camden,2011–2013,Females,68
NSW,12301,Camden,2010–2012,Persons,95
NSW,12301,Camden,2010–2012,Males,122
NSW,12301,Camden,2010–2012,Females,70
NSW,12301,Camden,2009–2011,Persons,104
NSW,12301,Camden,2009–2011,Males,139
NSW,12301,Camden,2009–2011,Females,70
NSW,12302,Campbelltown (NSW),2015–2017,Persons,128
NSW,12302,Campbelltown (NSW),2015–2017,Males,163
NSW,12302,Campbelltown (NSW),2015–2017,Females,94
NSW,12302,Campbelltown (NSW),2014–2016,Persons,131
NSW,12302,Campbelltown (NSW),2014–2016,Males,161
NSW,12302,Campbelltown (NSW),2014–2016,Females,101
NSW,12302,Campbelltown (NSW),2013–2015,Persons,130
NSW,12302,Campbelltown (NSW),2013–2015,Males,154
NSW,12302,Campbelltown (NSW),2013–2015,Females,107
NSW,12302,Campbelltown (NSW),2012–2014,Persons,136
NSW,12302,Campbelltown (NSW),2012–2014,Males,158
NSW,12302,Campbelltown (NSW),2012–2014,Females,115
NSW,12302,Campbelltown (NSW),2011–2013,Persons,139
NSW,12302,Campbelltown (NSW),2011–2013,Males,166
NSW,12302,Campbelltown (NSW),2011–2013,Females,113
NSW,12302,Campbelltown (NSW),2010–2012,Persons,134
NSW,12302,Campbelltown (NSW),2010–2012,Males,161
NSW,12302,Campbelltown (NSW),2010–2012,Females,107
NSW,12302,Campbelltown (NSW),2009–2011,Persons,130
NSW,12302,Campbelltown (NSW),2009–2011,Males,159
NSW,12302,Campbelltown (NSW),2009–2011,Females,102
NSW,12303,Wollondilly,2015–2017,Persons,104
NSW,12303,Wollondilly,2015–2017,Males,118
NSW,12303,Wollondilly,2015–2017,Females,92
NSW,12303,Wollondilly,2014–2016,Persons,96
NSW,12303,Wollondilly,2014–2016,Males,113
NSW,12303,Wollondilly,2014–2016,Females,79
NSW,12303,Wollondilly,2013–2015,Persons,99
NSW,12303,Wollondilly,2013–2015,Males,138
NSW,12303,Wollondilly,2013–2015,Females,61
NSW,12303,Wollondilly,2012–2014,Persons,96
NSW,12303,Wollondilly,2012–2014,Males,122
NSW,12303,Wollondilly,2012–2014,Females,69
NSW,12303,Wollondilly,2011–2013,Persons,110
NSW,12303,Wollondilly,2011–2013,Males,141
NSW,12303,Wollondilly,2011–2013,Females,78
NSW,12303,Wollondilly,2010–2012,Persons,118
NSW,12303,Wollondilly,2010–2012,Males,140
NSW,12303,Wollondilly,2010–2012,Females,94
NSW,12303,Wollondilly,2009–2011,Persons,127
NSW,12303,Wollondilly,2009–2011,Males,160
NSW,12303,Wollondilly,2009–2011,Females,91
NSW,12401,Blue Mountains,2015–2017,Persons,90
NSW,12401,Blue Mountains,2015–2017,Males,131
NSW,12401,Blue Mountains,2015–2017,Females,52
NSW,12401,Blue Mountains,2014–2016,Persons,93
NSW,12401,Blue Mountains,2014–2016,Males,135
NSW,12401,Blue Mountains,2014–2016,Females,55
NSW,12401,Blue Mountains,2013–2015,Persons,95
NSW,12401,Blue Mountains,2013–2015,Males,130
NSW,12401,Blue Mountains,2013–2015,Females,63
NSW,12401,Blue Mountains,2012–2014,Persons,101
NSW,12401,Blue Mountains,2012–2014,Males,133
NSW,12401,Blue Mountains,2012–2014,Females,71
NSW,12401,Blue Mountains,2011–2013,Persons,104
NSW,12401,Blue Mountains,2011–2013,Males,129
NSW,12401,Blue Mountains,2011–2013,Females,81
NSW,12401,Blue Mountains,2010–2012,Persons,111
NSW,12401,Blue Mountains,2010–2012,Males,139
NSW,12401,Blue Mountains,2010–2012,Females,83
NSW,12401,Blue Mountains,2009–2011,Persons,113
NSW,12401,Blue Mountains,2009–2011,Males,142
NSW,12401,Blue Mountains,2009–2011,Females,85
NSW,12402,Blue Mountains - South,2015–2017,Persons,NP
NSW,12402,Blue Mountains - South,2015–2017,Males,NP
NSW,12402,Blue Mountains - South,2015–2017,Females,NP
NSW,12402,Blue Mountains - South,2014–2016,Persons,NP
NSW,12402,Blue Mountains - South,2014–2016,Males,NP
NSW,12402,Blue Mountains - South,2014–2016,Females,NP
NSW,12402,Blue Mountains - South,2013–2015,Persons,NP
NSW,12402,Blue Mountains - South,2013–2015,Males,NP
NSW,12402,Blue Mountains - South,2013–2015,Females,NP
NSW,12402,Blue Mountains - South,2012–2014,Persons,NP
NSW,12402,Blue Mountains - South,2012–2014,Males,NP
NSW,12402,Blue Mountains - South,2012–2014,Females,NP
NSW,12402,Blue Mountains - South,2011–2013,Persons,NP
NSW,12402,Blue Mountains - South,2011–2013,Males,NP
NSW,12402,Blue Mountains - South,2011–2013,Females,NP
NSW,12402,Blue Mountains - South,2010–2012,Persons,NP
NSW,12402,Blue Mountains - South,2010–2012,Males,NP
NSW,12402,Blue Mountains - South,2010–2012,Females,NP
NSW,12402,Blue Mountains - South,2009–2011,Persons,NP
NSW,12402,Blue Mountains - South,2009–2011,Males,NP
NSW,12402,Blue Mountains - South,2009–2011,Females,NP
NSW,12403,Penrith,2015–2017,Persons,116
NSW,12403,Penrith,2015–2017,Males,152
NSW,12403,Penrith,2015–2017,Females,81
NSW,12403,Penrith,2014–2016,Persons,120
NSW,12403,Penrith,2014–2016,Males,147
NSW,12403,Penrith,2014–2016,Females,95
NSW,12403,Penrith,2013–2015,Persons,123
NSW,12403,Penrith,2013–2015,Males,149
NSW,12403,Penrith,2013–2015,Females,99
NSW,12403,Penrith,2012–2014,Persons,125
NSW,12403,Penrith,2012–2014,Males,152
NSW,12403,Penrith,2012–2014,Females,100
NSW,12403,Penrith,2011–2013,Persons,131
NSW,12403,Penrith,2011–2013,Males,158
NSW,12403,Penrith,2011–2013,Females,105
NSW,12403,Penrith,2010–2012,Persons,124
NSW,12403,Penrith,2010–2012,Males,154
NSW,12403,Penrith,2010–2012,Females,96
NSW,12403,Penrith,2009–2011,Persons,124
NSW,12403,Penrith,2009–2011,Males,151
NSW,12403,Penrith,2009–2011,Females,98
NSW,12404,Richmond - Windsor,2015–2017,Persons,115
NSW,12404,Richmond - Windsor,2015–2017,Males,127
NSW,12404,Richmond - Windsor,2015–2017,Females,103
NSW,12404,Richmond - Windsor,2014–2016,Persons,120
NSW,12404,Richmond - Windsor,2014–2016,Males,136
NSW,12404,Richmond - Windsor,2014–2016,Females,104
NSW,12404,Richmond - Windsor,2013–2015,Persons,123
NSW,12404,Richmond - Windsor,2013–2015,Males,152
NSW,12404,Richmond - Windsor,2013–2015,Females,95
NSW,12404,Richmond - Windsor,2012–2014,Persons,130
NSW,12404,Richmond - Windsor,2012–2014,Males,153
NSW,12404,Richmond - Windsor,2012–2014,Females,108
NSW,12404,Richmond - Windsor,2011–2013,Persons,121
NSW,12404,Richmond - Windsor,2011–2013,Males,150
NSW,12404,Richmond - Windsor,2011–2013,Females,92
NSW,12404,Richmond - Windsor,2010–2012,Persons,127
NSW,12404,Richmond - Windsor,2010–2012,Males,156
NSW,12404,Richmond - Windsor,2010–2012,Females,99
NSW,12404,Richmond - Windsor,2009–2011,Persons,116
NSW,12404,Richmond - Windsor,2009–2011,Males,149
NSW,12404,Richmond - Windsor,2009–2011,Females,86
NSW,12405,St Marys,2015–2017,Persons,137
NSW,12405,St Marys,2015–2017,Males,174
NSW,12405,St Marys,2015–2017,Females,100
NSW,12405,St Marys,2014–2016,Persons,137
NSW,12405,St Marys,2014–2016,Males,165
NSW,12405,St Marys,2014–2016,Females,108
NSW,12405,St Marys,2013–2015,Persons,150
NSW,12405,St Marys,2013–2015,Males,172
NSW,12405,St Marys,2013–2015,Females,127
NSW,12405,St Marys,2012–2014,Persons,131
NSW,12405,St Marys,2012–2014,Males,146
NSW,12405,St Marys,2012–2014,Females,116
NSW,12405,St Marys,2011–2013,Persons,129
NSW,12405,St Marys,2011–2013,Males,145
NSW,12405,St Marys,2011–2013,Females,112
NSW,12405,St Marys,2010–2012,Persons,116
NSW,12405,St Marys,2010–2012,Males,138
NSW,12405,St Marys,2010–2012,Females,92
NSW,12405,St Marys,2009–2011,Persons,127
NSW,12405,St Marys,2009–2011,Males,149
NSW,12405,St Marys,2009–2011,Females,103
NSW,12501,Auburn,2015–2017,Persons,75
NSW,12501,Auburn,2015–2017,Males,100
NSW,12501,Auburn,2015–2017,Females,48
NSW,12501,Auburn,2014–2016,Persons,85
NSW,12501,Auburn,2014–2016,Males,111
NSW,12501,Auburn,2014–2016,Females,59
NSW,12501,Auburn,2013–2015,Persons,82
NSW,12501,Auburn,2013–2015,Males,102
NSW,12501,Auburn,2013–2015,Females,62
NSW,12501,Auburn,2012–2014,Persons,94
NSW,12501,Auburn,2012–2014,Males,122
NSW,12501,Auburn,2012–2014,Females,64
NSW,12501,Auburn,2011–2013,Persons,96
NSW,12501,Auburn,2011–2013,Males,126
NSW,12501,Auburn,2011–2013,Females,64
NSW,12501,Auburn,2010–2012,Persons,93
NSW,12501,Auburn,2010–2012,Males,124
NSW,12501,Auburn,2010–2012,Females,60
NSW,12501,Auburn,2009–2011,Persons,100
NSW,12501,Auburn,2009–2011,Males,127
NSW,12501,Auburn,2009–2011,Females,70
NSW,12502,Carlingford,2015–2017,Persons,84
NSW,12502,Carlingford,2015–2017,Males,102
NSW,12502,Carlingford,2015–2017,Females,67
NSW,12502,Carlingford,2014–2016,Persons,87
NSW,12502,Carlingford,2014–2016,Males,106
NSW,12502,Carlingford,2014–2016,Females,70
NSW,12502,Carlingford,2013–2015,Persons,90
NSW,12502,Carlingford,2013–2015,Males,113
NSW,12502,Carlingford,2013–2015,Females,68
NSW,12502,Carlingford,2012–2014,Persons,93
NSW,12502,Carlingford,2012–2014,Males,118
NSW,12502,Carlingford,2012–2014,Females,69
NSW,12502,Carlingford,2011–2013,Persons,96
NSW,12502,Carlingford,2011–2013,Males,121
NSW,12502,Carlingford,2011–2013,Females,71
NSW,12502,Carlingford,2010–2012,Persons,89
NSW,12502,Carlingford,2010–2012,Males,110
NSW,12502,Carlingford,2010–2012,Females,68
NSW,12502,Carlingford,2009–2011,Persons,86
NSW,12502,Carlingford,2009–2011,Males,99
NSW,12502,Carlingford,2009–2011,Females,74
NSW,12503,Merrylands - Guildford,2015–2017,Persons,110
NSW,12503,Merrylands - Guildford,2015–2017,Males,142
NSW,12503,Merrylands - Guildford,2015–2017,Females,76
NSW,12503,Merrylands - Guildford,2014–2016,Persons,113
NSW,12503,Merrylands - Guildford,2014–2016,Males,151
NSW,12503,Merrylands - Guildford,2014–2016,Females,74
NSW,12503,Merrylands - Guildford,2013–2015,Persons,109
NSW,12503,Merrylands - Guildford,2013–2015,Males,150
NSW,12503,Merrylands - Guildford,2013–2015,Females,69
NSW,12503,Merrylands - Guildford,2012–2014,Persons,110
NSW,12503,Merrylands - Guildford,2012–2014,Males,148
NSW,12503,Merrylands - Guildford,2012–2014,Females,71
NSW,12503,Merrylands - Guildford,2011–2013,Persons,118
NSW,12503,Merrylands - Guildford,2011–2013,Males,153
NSW,12503,Merrylands - Guildford,2011–2013,Females,82
NSW,12503,Merrylands - Guildford,2010–2012,Persons,121
NSW,12503,Merrylands - Guildford,2010–2012,Males,152
NSW,12503,Merrylands - Guildford,2010–2012,Females,90
NSW,12503,Merrylands - Guildford,2009–2011,Persons,134
NSW,12503,Merrylands - Guildford,2009–2011,Males,169
NSW,12503,Merrylands - Guildford,2009–2011,Females,98
NSW,12504,Parramatta,2015–2017,Persons,96
NSW,12504,Parramatta,2015–2017,Males,121
NSW,12504,Parramatta,2015–2017,Females,72
NSW,12504,Parramatta,2014–2016,Persons,104
NSW,12504,Parramatta,2014–2016,Males,135
NSW,12504,Parramatta,2014–2016,Females,75
NSW,12504,Parramatta,2013–2015,Persons,109
NSW,12504,Parramatta,2013–2015,Males,141
NSW,12504,Parramatta,2013–2015,Females,78
NSW,12504,Parramatta,2012–2014,Persons,99
NSW,12504,Parramatta,2012–2014,Males,128
NSW,12504,Parramatta,2012–2014,Females,71
NSW,12504,Parramatta,2011–2013,Persons,104
NSW,12504,Parramatta,2011–2013,Males,135
NSW,12504,Parramatta,2011–2013,Females,74
NSW,12504,Parramatta,2010–2012,Persons,104
NSW,12504,Parramatta,2010–2012,Males,132
NSW,12504,Parramatta,2010–2012,Females,77
NSW,12504,Parramatta,2009–2011,Persons,113
NSW,12504,Parramatta,2009–2011,Males,140
NSW,12504,Parramatta,2009–2011,Females,86
NSW,12601,Pennant Hills - Epping,2015–2017,Persons,57
NSW,12601,Pennant Hills - Epping,2015–2017,Males,66
NSW,12601,Pennant Hills - Epping,2015–2017,Females,48
NSW,12601,Pennant Hills - Epping,2014–2016,Persons,51
NSW,12601,Pennant Hills - Epping,2014–2016,Males,65
NSW,12601,Pennant Hills - Epping,2014–2016,Females,37
NSW,12601,Pennant Hills - Epping,2013–2015,Persons,49
NSW,12601,Pennant Hills - Epping,2013–2015,Males,66
NSW,12601,Pennant Hills - Epping,2013–2015,Females,32
NSW,12601,Pennant Hills - Epping,2012–2014,Persons,48
NSW,12601,Pennant Hills - Epping,2012–2014,Males,65
NSW,12601,Pennant Hills - Epping,2012–2014,Females,31
NSW,12601,Pennant Hills - Epping,2011–2013,Persons,54
NSW,12601,Pennant Hills - Epping,2011–2013,Males,71
NSW,12601,Pennant Hills - Epping,2011–2013,Females,37
NSW,12601,Pennant Hills - Epping,2010–2012,Persons,57
NSW,12601,Pennant Hills - Epping,2010–2012,Males,72
NSW,12601,Pennant Hills - Epping,2010–2012,Females,44
NSW,12601,Pennant Hills - Epping,2009–2011,Persons,71
NSW,12601,Pennant Hills - Epping,2009–2011,Males,92
NSW,12601,Pennant Hills - Epping,2009–2011,Females,51
NSW,12602,Ryde - Hunters Hill,2015–2017,Persons,65
NSW,12602,Ryde - Hunters Hill,2015–2017,Males,83
NSW,12602,Ryde - Hunters Hill,2015–2017,Females,47
NSW,12602,Ryde - Hunters Hill,2014–2016,Persons,66
NSW,12602,Ryde - Hunters Hill,2014–2016,Males,86
NSW,12602,Ryde - Hunters Hill,2014–2016,Females,48
NSW,12602,Ryde - Hunters Hill,2013–2015,Persons,71
NSW,12602,Ryde - Hunters Hill,2013–2015,Males,91
NSW,12602,Ryde - Hunters Hill,2013–2015,Females,52
NSW,12602,Ryde - Hunters Hill,2012–2014,Persons,73
NSW,12602,Ryde - Hunters Hill,2012–2014,Males,95
NSW,12602,Ryde - Hunters Hill,2012–2014,Females,52
NSW,12602,Ryde - Hunters Hill,2011–2013,Persons,73
NSW,12602,Ryde - Hunters Hill,2011–2013,Males,96
NSW,12602,Ryde - Hunters Hill,2011–2013,Females,51
NSW,12602,Ryde - Hunters Hill,2010–2012,Persons,77
NSW,12602,Ryde - Hunters Hill,2010–2012,Males,103
NSW,12602,Ryde - Hunters Hill,2010–2012,Females,53
NSW,12602,Ryde - Hunters Hill,2009–2011,Persons,80
NSW,12602,Ryde - Hunters Hill,2009–2011,Males,104
NSW,12602,Ryde - Hunters Hill,2009–2011,Females,57
NSW,12701,Bringelly - Green Valley,2015–2017,Persons,91
NSW,12701,Bringelly - Green Valley,2015–2017,Males,128
NSW,12701,Bringelly - Green Valley,2015–2017,Females,55
NSW,12701,Bringelly - Green Valley,2014–2016,Persons,105
NSW,12701,Bringelly - Green Valley,2014–2016,Males,142
NSW,12701,Bringelly - Green Valley,2014–2016,Females,68
NSW,12701,Bringelly - Green Valley,2013–2015,Persons,117
NSW,12701,Bringelly - Green Valley,2013–2015,Males,150
NSW,12701,Bringelly - Green Valley,2013–2015,Females,84
NSW,12701,Bringelly - Green Valley,2012–2014,Persons,113
NSW,12701,Bringelly - Green Valley,2012–2014,Males,141
NSW,12701,Bringelly - Green Valley,2012–2014,Females,84
NSW,12701,Bringelly - Green Valley,2011–2013,Persons,115
NSW,12701,Bringelly - Green Valley,2011–2013,Males,132
NSW,12701,Bringelly - Green Valley,2011–2013,Females,98
NSW,12701,Bringelly - Green Valley,2010–2012,Persons,116
NSW,12701,Bringelly - Green Valley,2010–2012,Males,132
NSW,12701,Bringelly - Green Valley,2010–2012,Females,102
NSW,12701,Bringelly - Green Valley,2009–2011,Persons,110
NSW,12701,Bringelly - Green Valley,2009–2011,Males,126
NSW,12701,Bringelly - Green Valley,2009–2011,Females,94
NSW,12702,Fairfield,2015–2017,Persons,91
NSW,12702,Fairfield,2015–2017,Males,116
NSW,12702,Fairfield,2015–2017,Females,67
NSW,12702,Fairfield,2014–2016,Persons,96
NSW,12702,Fairfield,2014–2016,Males,127
NSW,12702,Fairfield,2014–2016,Females,66
NSW,12702,Fairfield,2013–2015,Persons,96
NSW,12702,Fairfield,2013–2015,Males,125
NSW,12702,Fairfield,2013–2015,Females,68
NSW,12702,Fairfield,2012–2014,Persons,91
NSW,12702,Fairfield,2012–2014,Males,116
NSW,12702,Fairfield,2012–2014,Females,68
NSW,12702,Fairfield,2011–2013,Persons,88
NSW,12702,Fairfield,2011–2013,Males,108
NSW,12702,Fairfield,2011–2013,Females,70
NSW,12702,Fairfield,2010–2012,Persons,98
NSW,12702,Fairfield,2010–2012,Males,128
NSW,12702,Fairfield,2010–2012,Females,69
NSW,12702,Fairfield,2009–2011,Persons,108
NSW,12702,Fairfield,2009–2011,Males,143
NSW,12702,Fairfield,2009–2011,Females,74
NSW,12703,Liverpool,2015–2017,Persons,101
NSW,12703,Liverpool,2015–2017,Males,121
NSW,12703,Liverpool,2015–2017,Females,82
NSW,12703,Liverpool,2014–2016,Persons,105
NSW,12703,Liverpool,2014–2016,Males,132
NSW,12703,Liverpool,2014–2016,Females,79
NSW,12703,Liverpool,2013–2015,Persons,112
NSW,12703,Liverpool,2013–2015,Males,146
NSW,12703,Liverpool,2013–2015,Females,79
NSW,12703,Liverpool,2012–2014,Persons,113
NSW,12703,Liverpool,2012–2014,Males,141
NSW,12703,Liverpool,2012–2014,Females,85
NSW,12703,Liverpool,2011–2013,Persons,123
NSW,12703,Liverpool,2011–2013,Males,151
NSW,12703,Liverpool,2011–2013,Females,94
NSW,12703,Liverpool,2010–2012,Persons,123
NSW,12703,Liverpool,2010–2012,Males,153
NSW,12703,Liverpool,2010–2012,Females,91
NSW,12703,Liverpool,2009–2011,Persons,130
NSW,12703,Liverpool,2009–2011,Males,173
NSW,12703,Liverpool,2009–2011,Females,87
NSW,12801,Cronulla - Miranda - Caringbah,2015–2017,Persons,78
NSW,12801,Cronulla - Miranda - Caringbah,2015–2017,Males,102
NSW,12801,Cronulla - Miranda - Caringbah,2015–2017,Females,55
NSW,12801,Cronulla - Miranda - Caringbah,2014–2016,Persons,79
NSW,12801,Cronulla - Miranda - Caringbah,2014–2016,Males,102
NSW,12801,Cronulla - Miranda - Caringbah,2014–2016,Females,56
NSW,12801,Cronulla - Miranda - Caringbah,2013–2015,Persons,77
NSW,12801,Cronulla - Miranda - Caringbah,2013–2015,Males,99
NSW,12801,Cronulla - Miranda - Caringbah,2013–2015,Females,55
NSW,12801,Cronulla - Miranda - Caringbah,2012–2014,Persons,75
NSW,12801,Cronulla - Miranda - Caringbah,2012–2014,Males,99
NSW,12801,Cronulla - Miranda - Caringbah,2012–2014,Females,53
NSW,12801,Cronulla - Miranda - Caringbah,2011–2013,Persons,74
NSW,12801,Cronulla - Miranda - Caringbah,2011–2013,Males,94
NSW,12801,Cronulla - Miranda - Caringbah,2011–2013,Females,54
NSW,12801,Cronulla - Miranda - Caringbah,2010–2012,Persons,71
